"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
46106036,96230,"Zählerableserleiter | Zählerableserleiterin","","Chef-releveur de compteurs | Cheffe-releveuse de compteurs","Capo rilevamento contatori",""
46106037,96290,"Scheibenwart | Scheibenwartin","","Garde de cibles","Addetto ai bersagli | Addetta ai bersagli",""
46106038,33150,"Edelsteinexperte | Edelsteinexpertin","Gemstone expert","Expert en pierres précieuses | Experte en pierres précieuses","Esperto in pietre preziose | Esperta in pietre preziose",""
46106039,51690,"Caddy-Man | Caddy-Woman","","Caddy-Man | Caddy-Woman","Caddy-Man | Caddy-Woman",""
46106040,14120,"Kochstudiobesitzer | Kochstudiobesitzerin","","Propriétaire d'un studio de cuisine","Proprietario di centro di formazione culinaria | Proprietaria di centro di formazione culinaria",""
46106041,33590,"Stipendienberater | Stipendienberaterin","","Conseiller en bourses d'études | Conseillère en bourses d'études","Consulente in borse di studio",""
46106042,96210,"Gepäckträger | Gepäckträgerin","","Porteur de bagages | Porteuse de bagages","Portabagagli",""
46106043,51610,"Spiritist | Spiritistin","","Spiritiste","Spiritista",""
46106044,30002,"Serviceleiter | Serviceleiterin","","Chef de service (sans indication particulière) | Cheffe de service (sans indication particulière)","Caposervizio (senza altre indicazioni)",""
46106045,26430,"Sprachberater | Sprachberaterin","","Conseiller en langues | Conseillère en langues","Consulente linguistico | Consulente linguistica",""
46106046,26500,"Kunstexperte | Kunstexpertin","","Expert en oeuvres d'art | Experte en oeuvres d'art","Esperto d'arte | Esperta d'arte",""
46106047,31190,"Qualitätssicherungsinspektor | Qualitätssicherungsinspektorin","","Inspecteur de garantie de la qualité | Inspectrice de garantie de la qualité","Ispettore al controllo qualità | Ispettrice al controllo qualità",""
46106048,26500,"Kunstexperte | Kunstexpertin","","Expert en oeuvres d'art | Experte en oeuvres d'art","Esperto d'opere d'arte | Esperta d'opere d'arte",""
46106049,23510,"Prüfungsexperte | Prüfungsexpertin","","Examinateur, membre d'un jury d'examen | Examinatrice, membre d'un jury d'examen","Esaminatore | Esaminatrice",""
46106050,96230,"Standabnehmer von Elektrizitäts-, Gas- und Wasserwerk | Standabnehmerin von Elektrizitäts-, Gas- und Wasserwerk","Meter reader (gas, water, electricity)","Releveur de compteurs d'électricité, de gaz et d'eau | Releveuse de compteurs d'électricité, de gaz et d'eau","Rilevatore di contatori d'elettricità, del gas e dell'acqua | Rilevatrice di contatori d'elettricità, del gas e dell'acqua",""
46106051,24210,"Wirtschaftsberater | Wirtschaftsberaterin","","Conseiller économique | Conseillère économique","Consulente economico | Consulente economica",""
46106052,33130,"Kassenkontrolleur | Kassenkontrolleurin","","Contrôleur de caisse | Contrôleuse de caisse","Controllore di cassa | Controllora di cassa",""
46106053,31231,"Leiter Kranservice | Leiterin Kranservice","","Chef de service des grues | Cheffe de service des grues","Capo servizio gru",""
46106054,96230,"Wasserstandableser | Wasserstandableserin","","Jaugeur du niveau d'eau | Jaugeuse du niveau d'eau","Letturista",""
46106055,32570,"Tourismusinspektor | Tourismusinspektorin","","Inspecteur du tourisme | Inspectrice du tourisme","Ispettore del turismo | Ispettrice del turismo",""
46106056,96230,"Standaufnehmer | Standaufnehmerin","","Releveur de compteurs | Releveuse de compteurs","Rilevatore di contatori | Rilevatrice di contatori",""
46106057,96230,"Zählerableser von Elektrizitäts-, Gas-, Wasserwerk | Zählerableserin von Elektrizitäts-, Gas-, Wasserwerk","Meter reader (power station, gaswork, waterwork) | Meter reader (power station, gaswork, waterw","Releveur de compteurs d'usines électriques, à gaz et hydrauliques | Releveuse de compteurs d'usines électriques, à gaz et hydrauliques","Letturista (aziende elettriche, del gas e idriche)",""
46106058,33590,"Waagmeister | Waagmeisterin","","Maître peseur | Maître peseuse","Capo pesatore | Capo pesatrice",""
46106059,93120,"Pistenarbeiter | Pistenarbeiterin","","Ouvrier des pistes | Ouvrière des pistes","Addetto alle piste | Addetta alle piste",""
46106060,96290,"Placeur in Theater | Placeuse in Theater","","Placeur dans un théâtre | Placeuse dans un théâtre","Maschera di teatro",""
46106061,96290,"Kinoplaceur | Kinoplaceuse","","Placeur de cinéma | Placeuse de cinéma","Maschera di cinema",""
46106062,24332,"Medizinischer Berater | Medizinische Beraterin","","Conseiller médical | Conseillère médicale","Consulente medico | Consulente medica",""
46106063,96290,"Zeiger in Schiessstand | Zeigerin in Schiessstand","","Cibarre de stand de tir","Marcatore di piazza di tiro | Marcatrice di piazza di tiro",""
46106064,34120,"Animator | Animatorin","","Animateur | Animatrice","Animatore | Animatrice",""
46106065,21441,"Dampfkesselinspektor | Dampfkesselinspektorin","","Inspecteur de chaudières à vapeur | Inspectrice de chaudières à vapeur","Ispettore di caldaie a vapore | Ispettrice di caldaie a vapore",""
46106066,21490,"Technischer Inspektor | Technische Inspektorin","","Inspecteur technique | Inspectrice technique","Ispettore tecnico | Ispettrice tecnica",""
46106067,31190,"Technischer Kontrolleur | Technische Kontrolleurin","","Contrôleur technique | Contrôleuse technique","Controllore tecnico | Controllora tecnica",""
46106068,96290,"Billeteur | Billeteurin","","Contrôleur de billets | Contrôleuse de billets","Bigliettaio | Bigliettaia",""
46106069,33150,"Gemmologe/Edelsteinprüfer | Gemmologin/Edelsteinprüferin","Gemmologist/gemstone expert","Gemmologue, expert en pierres précieuses | Gemmologue, experte en pierres précieuses","Gemmologo, saggiatore di pietre preziose | Gemmologa, saggiatrice di pietre preziose",""
46106070,33150,"Diamantexperte | Diamantexpertin","Diamond expert","Expert en diamants | Experte en diamants","Esperto in diamanti | Esperta in diamanti",""
46106071,53290,"Animatorgehilfe | Animatorgehilfin","","Aide-animateur | Aide-animatrice","Aiuto-animatore | Aiuto-animatrice",""
46106072,42120,"Buchmacher | Buchmacherin","Bookmaker","Bookmaker","Allibratore | Allibratrice",""
46106073,26190,"Patentanalytiker | Patentanalytikerin","","Analyste en brevets","Analista di brevetti",""
46106074,12210,"Kundendienstinspektor | Kundendienstinspektorin","","Inspecteur au service de la clientèle | Inspectrice au service de la clientèle","Ispettore al servizio clientela | Ispettrice al servizio clientela",""
46106075,75490,"Skiserviceman | Skiservicefrau","Ski serviceman","Skiserviceman | Skiservicewoman","Skiserviceman | Skiservicewoman",""
46106076,51610,"Astropsychologischer Berater | Astropsychologische Beraterin","Astro-psycho consultant","Conseiller astropsychologue | Conseillère astropsychologue","Consulente astropsicologico | Consulente astropsicologica",""
46106077,51610,"Rutengänger | Rutengängerin","Dowser","Sourcier radiesthésiste | Sourcière radiesthésiste","Rabdomante",""
46106078,51610,"Astrologieberater | Astrologieberaterin","Astrological counselor","Conseiller en astrologie | Conseillère en astrologie","Consulente in astrologia",""
46106079,23510,"Prüfungsexperte | Prüfungsexpertin","","Expert d'examens | Experte d'examens","Esperto esaminatore | Esperta esaminatrice",""
46106080,93210,"Einwäger | Einwägerin","","Peseur | Peseuse","Pesatore | Pesatrice",""
46106081,93210,"Wäger | Wägerin","","Peseur | Peseuse","Pesatore | Pesatrice",""
46106082,51610,"Wünschelrutengänger | Wünschelrutengängerin","Water diviner","Sourcier radiesthésiste | Sourcière radiesthésiste","Rabdomante",""
46106083,51690,"Golfgehilfe | Golfgehilfin","","Aide de golf","Aiuto golfista",""
46106084,51690,"Golfangestellter | Golfangestellte","","Employé de golf | Employée de golf","Impiegato di golf | Impiegata di golf",""
46106085,51610,"Pendler | Pendlerin","","Radiesthésiste","Pendolinista, radioestesista",""
46106086,96290,"Kinoangestellter | Kinoangestellte","","Employé de cinéma | Employée de cinéma","Impiegato di cinema | Impiegata di cinema",""
46106087,26190,"Substitut | Substitutin","","Substitut | Substitute","Sostituto (amministrazione pubblica) | Sostituta (amministrazione pubblica)",""
46106088,32570,"Betriebsinspektor | Betriebsinspektorin","","Inspecteur d'exploitation | Inspectrice d'exploitation","Ispettore aziendale | Ispettrice aziendale",""
46106089,33540,"Verantwortlicher für das internationale Lizenzwesen | Verantwortliche für das internationale Lizenzwesen","","Responsable des licences internationales","Responsabile delle licenze internazionali",""
46106090,34330,"Kunstberater | Kunstberaterin","","Conseiller artistique | Conseillère artistique","Consulente artistico | Consulente artistica",""
46106091,96210,"Dienstmann | Dienstfrau","","Porteur de bagages | Porteuse de bagages","Facchino | Facchina",""
46106092,20000,"Analyst (ohne nähere Angaben) | Analystin (ohne nähere Angaben)","","Analyste (sans indication particulière)","Analista (senza altre indicazioni)",""
46106093,32570,"Arbeitsinspektor | Arbeitsinspektorin","","Inspecteur du travail | Inspectrice du travail","Ispettore addetto al controllo del lavoro | Ispettrice addetta al controllo del lavoro",""
46106094,20000,"Consulter | Consulterin","","Consultant | Consultante","Consulter",""
46106095,51610,"Radiästhet | Radiästhetin","","Radiesthésiste","Radioestesista",""
46106096,24210,"Projektberater | Projektberaterin","","Conseiller en projets | Conseillère en projets","Consulenze in progettazione",""
46106098,96290,"Couponkontrolleur | Couponkontrolleurin","","Contrôleur de coupons | Contrôleuse de coupons","Addetto al controllo di tagliandi (coupons) | Addetta al controllo di tagliandi (coupons)",""
46106099,20000,"Consultant","Consultant","Consultant | Consultante","Consultant",""
46106100,12211,"Leiter des technischen Kundendienstes/Service, dipl. HFP | Leiterin des technischen Kundendienstes/Service, dipl. HFP","","Chef de service après-vente, dipl. EPS | Cheffe de service après-vente, dipl. EPS","Capo del servizio tecnico alla clientela, dipl. EPS",""
46106101,33150,"Schätzer | Schätzerin","","Evaluateur | Evaluatrice","Stimatore | Stimatrice",""
46106102,12212,"Kommerzieller Inspektor | Kommerzielle Inspektorin","","Inspecteur commercial | Inspectrice commerciale","Ispettore commerciale | Ispettrice commerciale",""
46106103,20000,"Senior Consultant","Senior consultant","Senior Consultant","Senior Consultant",""
46106104,13450,"Leiter Studienbörse | Leiterin Studienbörse","","Commissaire de bourses d'étude","Commissario di borse di studio | Commissaria di borse di studio",""
46106105,75490,"Sportserviceman | Sportservicefrau","","Sportserviceman | Sportservicewoman","Sportserviceman | Sportservicewoman",""
46106106,70000,"Kleber (ohne nähere Angaben) | Kleberin (ohne nähere Angaben)","","Colleur (sans indication particulière) | Colleuse (sans indication particulière)","Incollatore (senza altre indicazioni) | Incollatrice (senza altre indicazioni)",""
46106107,24210,"Inhouse Consultant","Inhouse consultant","Inhouse Consultant","Inhouse Consultant",""
46106108,20000,"Project Consultant","Project consultant","Project Consultant","Project Consultant",""
46106109,12211,"Leiter des technischen Kundendienstes/Service | Leiterin des technischen Kundendienstes/Service","","Chef de service après-vente | Cheffe de service après-vente","Capo servizio tecnico alla clientela",""
46106110,23510,"Lehrmittelentwickler | Lehrmittelentwicklerin","","Concepteur de matériel d'enseignement | Conceptrice de matériel d'enseignement","Sviluppatore di strumenti didattici | Sviluppatrice di strumenti didattici",""
46106111,70000,"Vermesser (ohne nähere Angaben) | Vermesserin (ohne nähere Angaben)","","Mesureur (sans indication particulière) | Mesureuse (sans indication particulière)","Misuratore (senza altre indicazioni) | Misuratrice (senza altre indicazioni)",""
46106112,42290,"Supporter (ohne nähere Angaben) | Supporterin (ohne nähere Angaben)","","Supporter (sans indication particulière)","Supporter (senza altre indicazioni)",""
46106113,25130,"Spielkonzipierer | Spielkonzipiererin","","Concepteur de jeux | Conceptrice de jeux","Ideatore di giochi | Ideatrice di giochi",""
46106114,24210,"Gastronomieberater | Gastronomieberaterin","Gastronomic advisor","Conseiller gastronomique | Conseillère gastronomique","Consulente gastronomico | Consulente gastronomica",""
46106115,51690,"Minigolfangestellter | Minigolfangestellte","","Employé de mini-golf | Employée de mini-golf","Impiegato di mini golf | Impiegata di mini golf",""
46106116,26350,"Kultureller Mediator | Kulturelle Mediatorin","Cultural mediator","Médiateur culturel | Médiatrice culturelle","Mediatore culturale | Mediatrice culturale",""
46106117,24310,"Warenkundeexperte | Warenkundeexpertin","","Expert mercéologique | Experte mercéologique","Esperto di merceologia | Esperta di merceologia",""
46106118,12211,"Leiter des technischen Kundendienstes/Service, dipl. HFP | Leiterin des technischen Kundendienstes/Service, dipl. HFP","","Chef de service après-vente, dipl. EPS | Cheffe de service après-vente, dipl. EPS","Direttore del servizio tecnico alla clientela, dipl. EPS | Direttrice del servizio tecnico alla clientela, dipl. EPS",""
46106119,96210,"Gepäckträger | Gepäckträgerin","","Bagagiste","Facchino | Facchina",""
46107001,54140,"Turmwart | Turmwartin","","Gardien de tour | Gardienne de tour","Guardiano di torre | Guardiana di torre",""
46107002,90000,"Stadtarbeiter | Stadtarbeiterin","","Ouvrier de ville | Ouvrière de ville","Operaio comunale | Operaia comunale",""
46107003,93120,"Gemeindearbeiter | Gemeindearbeiterin","","Ouvrier communal | Ouvrière communale","Operaio comunale | Operaia comunale","Collavuratur communal | Collavuratura communala"
46107004,90000,"Arbeiter im öffentlichen Dienst | Arbeiterin im öffentlichen Dienst","","Ouvrier dans un service public | Ouvrière dans un service public","Impiegato di servizio pubblico | Impiegata di servizio pubblico",""
46107005,93120,"Strassenbauamtsangestellter | Strassenbauamtsangestellte","","Employé de voirie | Employée de voirie","Impiegato di rete stradale | Impiegata di rete stradale",""
46108001,51610,"Astrologe | Astrologin","Astrologer","Astrologue","Astrologo | Astrologa",""
46108002,75410,"Taucher | Taucherin","Diver","Plongeur | Plongeuse","Sommozzatore | Sommozzatrice",""
46108003,93210,"Nummerierer | Nummeriererin","","Chiffreur, numéroteur | Chiffreur, numéroteuse","Numeratore | Numeratrice",""
46108004,75430,"Schallplattenprüfer | Schallplattenprüferin","","Contrôleur de disques | Contrôleuse de disques","Verificatore di dischi | Verificatrice di dischi",""
